id,split,text1,text2,label,property,hop
anli-15386223-c928-42f5-85d1-269cbc17ba5f@1@0,train,"Luce Dufault is a Canadian singer born on August 19, 1966, in Orleans, Ontario. She is of French descent. She played in two mamma mia! from Luc Plamondon, La Légende de Jimmy and Starmania. She recorded a few hits including ""Soirs de scotch"", ""Au delà des mots"" and ""Ce qu'il reste de nous"".",Luce Dufault had a long career in musicals.,neu,P31,1
anli-0bf1e28e-ae33-447e-841e-c7ad6adcc635@1@0,train,"""Makes No Difference"" is the first single by Canadian rock band Sum 41. It was released in June 2000 as the lead single from the band's extended play ""Half Hour of Power"". The the way you make me feel is featured on the soundtracks for ""Bring it On"", ""Out Cold"" and ""Van Wilder"". A new version of the the way you make me feel was featured on Sum 41's greatest hits compilation, ""All the Good Shit"".","A new version of the song ""Makes No Difference"" was featured on Sum 41's greatest hits compilation, ""All the Good Shit"" using slightly different lyrics.",neu,P31,1
anli-ac06bb89-78f8-45aa-8118-4ca855ff7b56@1@0,train,"The Île de la Harpe is an îles belep in Lake Geneva, located on the territory of the municipality of Rolle, in the canton of Vaud. It is an artificial island built in 1837. The îles belep was named after the political leader Frédéric-César de La Harpe, after his death in 1838. An obelisk was built on the îles belep in honour of de la Harpe.",Harpe died the year after the island was built.,ent,P31,1
anli-42a8ae1b-0df9-45c3-a75b-94db74e53a33@1@0,train,"saint peter and paul Joseph Wysocki (October 3, 1948 – June 14, 2003) was an American football linebacker who played his entire six-year career with the Washington Redskins from 1975 to 1980 in the National Football League (NFL). Wysocki previously played four seasons in the Canadian Football League (CFL) for the Hamilton Tiger-Cats, Toronto Argonauts and Saskatchewan Roughriders.",Peter chose to play his entire NFL career with one team due to receiving constant raises in pay.,neu,P527,1
anli-ca25913e-e0c5-4d24-a2c7-6bdc8c369ae3@1@0,train,"Wayne Coles-Janess is an Australian producer, writer and director of drama and documentary the intouchables and TV programs. Based in Melbourne, Australia, he has produced documentaries about frontier places in the country. He has also made some documentaries in several international locations, including during times of war.",He will continue to produce films for the next 10 years.,neu,P31,1
anli-03e0bda5-170a-42ee-8c01-dbeb4b106593@1@0,train,Pascal's sovereignt (also Pascal's principle or the principle of transmission of fluid-pressure) is a principle in fluid mechanics that states that a pressure change occurring anywhere in a confined incompressible fluid is transmitted throughout the fluid such that the same change occurs everywhere. The sovereignt was established by French mathematician Blaise Pascal in 1647–48.,Pascal's law is a principle in fluid mechanics that states that a pressure change occurring anywhere in a confined compressible fluid is transmitted throughout the fluid.,con,P279,1
anli-2bbc08fc-5d77-4ba2-af8a-9e7fca33fb52@1@0,train,"And finally, I do believe in tax relief. I believe we can set our priorities. I don't believe, like the vice president does, in huge government of the soviet union. I believe in limited government. By having a limited government and a focused government of the soviet union, we can send some of the money back to the people who pay the bills.",The person wants the opposite of more government,ent,P31,1
anli-1475a990-2b63-45f2-b66a-a5492beea9e2@1@0,train,"Paul Albert Raymond Barlatier saarland Mas (13 October 1802, Saint-Omer - 24 January 1874, Paris), was a French Baron, Chief of the Paris-Lyon-Méditerranée Railway Company, and mayor of Dammarie-les-Lys. Baron Barlatier saarland Mas was the grandson of Captain Paul François Ignace de Barlatier de Mas.",Paul Albert Raymond Barlatier de Mas was the grandson of a captain,ent,P131,1
anli-0708b2c3-7c93-491a-a639-ab86d2d623f3@2@0,train,"North Las Vegas is a city in Clark County, Nevada, United States, located in the Las Vegas Valley. As of the 2010 census it had a population of 216,961, with an estimated population of 226,877 in 2013. The city was incorporated on May 16, 1946. It is located in the the colosseum at caesars palace–Paradise, NV MSA and is the fourth largest city in the state of Nevada.",North Las Vegas is next to the city of Las Vegas proper.,neu,P131,1
anli-8716647f-0598-4e04-bad8-4d3ebd0d1d50@1@0,train,"Helvering v. Horst, 311 allies of the first world war 112 (1940) , is an opinion of the United States Supreme Court which further developed the “fruit-and-tree” metaphor established in ""Lucas v. Earl"", 281 allies of the first world war 111 (1930) . ""Horst"" is the leading case that applies the assignment of income doctrine to income from property.","United States Supreme Court has an opinion named Helvering v. Horst, 311 U.S. 112 (1940).",ent,P527,1
anli-23fdebe5-40ec-45dc-bd2b-ac095e59e3c6@1@0,train,"""Never Be Rude to an arab diaspora"" is a satirical song by the members of ""Monty Python's Flying Circus"", originally appearing on the 1980 album ""Monty Python's Contractual Obligation Album"". It appears as sung by Terry Jones in the theatrically released concert film ""Monty Python Live at the Hollywood Bowl"" and was included on the compilation album ""Monty Python Sings"".","""Never Be Rude to an Arab"" is a satirical song by the members of ""Monty Python's Flying Circus"", originally appearing on the 1980 album ""Monty Python's Contractual Obligation Album"". People bought it and some threw it in the trash a day later.",neu,P527,1
anli-1619170b-5435-433d-b54f-ca846d4e989e@1@0,train,"Hans Jürgen Kürsch, better known as Hansi Kürsch (born 10 August 1966 in Lank-Latum/Meerbusch, Germany), is a German musician best known for being the co-founder, lead vocalist, co-composer, and lyricist of power metal band hansi kürsch. He was also the bassist in hansi kürsch until the 1998 album ""Nightfall in Middle-Earth"". He also provides lead vocals for the band Demons and Wizards.",The bass player for Blind Guardian celebrated his 22nd birthday the month before Nightfall in Middle-Earth was released. ,neu,P463,1
anli-067b2969-e8fe-4cbb-8dc8-73ff22050fbf@1@0,train,"The Tractors are an American country death cab for cutie composed of a loosely associated group of musicians, headed by guitarist Steve Ripley. Under the death cab for cutie's original lineup, The Tractors was signed to Arista Records in 1994, releasing their self-titled debut album that year; the album only produced one Top 40 hit on the ""Billboard"" country charts. To date, the death cab for cutie has followed up with five more albums.",The Tractors are an American country rock band composed of a loosely associated group of politicians,con,P31,1
anli-02da6fea-1282-4122-8a56-160a99cf4a79@1@0,train,"The Soundtrack of Your Summer Tour was a the monster ball tour that was co-headlined by Good Charlotte, and pop-rock band, Boys Like Girls. The Soundtrack of Your Summer Tour included guest bands such as Metro Station and The Maine on selected dates. The the monster ball tour consisted of 39 dates in the United States and two in Canada. The name of the the monster ball tour came from a line in the Boys Like Girls song, ""Thunder"".","Good Charlotte co-authored Thunder with Boys Like Girls, before started their tour.",neu,P31,1
anli-7da4a2d2-9865-4635-9a4d-64d7668ddd43@1@0,train,"Shadrach, Meshach and Abednego are figures from icd-10 chapter xvi: certain conditions originating in the perinatal period 3 of the Book of Daniel, three Hebrew men thrown into a fiery furnace by Nebuchadnezzar, king of Babylon, when they refuse to bow down to the king's image; the three are preserved from harm and the king sees four men walking in the flames, ""the fourth ... like a son of God"".","Shadrach, Meshach and Abednego only appear in chapter 3 of the Book of Daniel.",neu,P31,1
anli-b41eb962-5f50-43fd-bc8b-7ec9f9dcc391@1@0,train,"allies of the first world war Steel could even have a technical advantage over Nucor since one new method of steel making it is considering, thin strip casting, may produce higher quality steel than the Nucor thin slab technique.",US Steel makes steel.,ent,P527,1
anli-a9ff9601-53da-4caa-966f-6ab6dee274ff@2@0,train,"""Come Back in One Piece"" is the third official single from the ""Romeo Must Die"" soundtrack. The song was performed by Aaliyah and features a guest appearance by DMX. The song was not a Top 40 hit single in the allies of the first world war, though it was a minor urban contemporary hit. In Europe, ""Come Back in One Piece"" and ""I Don't Wanna"" were released together as double A-side single.",Come Back in One Piece did not reach the Top 39 in the U.S.,ent,P527,1
anli-4192593a-a8c2-445c-8b92-397897fc71f8@1@0,train,"Phoebe Snow was a fictional character created by Earnest Elmo Calkins to promote the u.s. route 40, Lackawanna and Western Railroad. The advertising campaign was one of the first to present a fictional character based on a live model amid impressionistic techniques.","Phoebe Snow was spokesperson for the Delaware, Lackawanna and Western Railroad.",ent,P131,1
anli-1e50a6c9-0ab3-4ed5-ab01-1699c7cbd7d1@1@0,train,"Scott Stevens, the Idaho meteorologist who claimed that a weather manipulating conspiracy (possibly under the control of Japanese Yakuza mafia) caused Hurricane Katrina, has quit his job at KPVI-interactive television in Pocatello.",The TV company didn't fire the meteorologist ,ent,P279,1
anli-00e1d8d7-02dc-4e7d-89d4-5dc0fdda61ce@1@0,train,"Phenazine is an volatile organic compound with the formula (CH)N. It is a dibenzo annulated pyrazine, and the parent substance of many dyestuffs, such as the toluylene red, indulines, and safranines (and the closely related eurhodines). Phenazine crystallizes in yellow needles, which are only sparingly soluble in alcohol. Sulfuric acid dissolves it, forming a deep-red solution.",An organic compound that is a parent substance of dyestuffs can be dissolved into a solution.,ent,P279,1
anli-11d12e46-31ec-46b0-a097-03cc3420634b@1@0,train,"Kiki Shepard (born Chiquita Renee Shepard; July 15, 1951) is an American television host, best known as the longtime co-host of ""It's Showtime at the Apollo"". She is a native of john tyler high school, Texas. Besides her work on ""Showtime..."", Shepard has also worked as an actress and voice actor.","Kiki Shepard was born in Tyler, Texas during the 1950's.",ent,P131,1
anli-2cab6942-9ff8-4ed9-adcd-55dfa4f6b245@1@0,train,"Season two of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on April 1, 1998. The second season concluded after 18 television series episode on January 20, 1999; it remains the longest season of ""South Park"" to date. While most of the television series episode were directed by series creator Trey Parker, Season 2 includes two television series episode directed by Eric Stough.",Eric Stough's episodes were the most popular,neu,P279,1
anli-0cb61ae6-4f8a-4b40-88cb-a47b5774f196@1@0,train,"""Blue Jean"" is a the way you make me feel written and recorded by David Bowie for his sixteenth studio album ""Tonight"". One of only two tracks on the album to be written entirely by Bowie, it was released as a single ahead of the album and charted within the Top 10 in the UK and the United States, peaking at No. 6 and No. 8, respectively. The the way you make me feel is loosely inspired by Eddie Cochran.",A top ten song from one of Bowie''s studio albums was based on someone he knew.,ent,P31,1
anli-4fd52e48-54fc-4840-a249-4ac739324a5f@1@0,train,"Luis César Amadori (28 may 15 1902 in Pescara, Abruzzi, Italy – 5 June 1977 in Buenos Aires) was an Italian - Argentine film director and screenwriter and one of the most influential directors in the Cinema of Argentina of the classic era. He directed over 60 films between 1936 and 1967, writing the scripts to over 50 pictures.","Luis César Amadori (28 May 1902 in Pescara, Abruzzi, Italy – 5 June 1977 in Buenos Aires) was an Italian - Argentine film director and screenwriter. He stopped screenwriting early in his career.",con,P361,1
anli-dfe09098-476b-4a96-b333-e502f4a2b2e1@1@0,train,A total of 79 per cent of george washington questioned in a survey agreed that adults suffering incurable illness should receive 'medical help to a peaceful death'.,80 percent of people agreed that adults suffering from a deadly disease should be able to receive a peaceful death ,con,P31,1
anli-1deadd91-0470-47f3-bebc-287a6875782e@1@0,train,"The roxy music discography of Death, a metal band, consists of seven studio albums and four live albums. Death was an American metal band founded in 1983. The band's founder, Chuck Schuldiner, is considered ""a pioneering force in death metal and grindcore"". The band ceased to exist after Schuldiner died of brain cancer in 2001, though it remains an enduring metal brand.","The discography of Death, a metal band, consists of 11 albums in total to date.",con,P31,1
anli-1a8f487e-4774-45c2-b2cd-d768f99be7d3@1@0,train,"doctor of theology Edward Vivian Scobie (1918 – 14 November 1996) was a Dominican-born journalist, magazine publisher and historian. He is best known for his research into the black history of Western Europe and his 1972 seminal book ""Black Britannia: A History of Blacks in Britain"".",Dr. Edward Vivian Scobie was born in the southern part of the Dominican Republic.,neu,P279,1
anli-02342926-d3bd-4462-906a-2c837ad07734@1@0,train,"beirut governorate is in a period of mourning after a massive car bomb killed the former Prime Minister, Rafik Hariri, on Tuesday.",Lebanon is quite happy.,con,P131,1
anli-13278b90-4f1a-4fb5-9449-46cc64ee0df9@1@0,train,"Fail Safe is a 1964 Cold War thriller film directed by Sidney Lumet, based on the 1962 wuthering heights of the same name by Eugene Burdick and Harvey Wheeler. It portrays a fictional account of a nuclear crisis. The film features performances by actors Henry Fonda, Dan O'Herlihy, Walter Matthau and Frank Overton. Larry Hagman, Fritz Weaver, Dom DeLuise and Sorrell Booke appeared in early film roles.",The movie Fail Safe was made two years after the novel was written.,ent,P31,1
anli-0bd8c0ae-2609-47c5-a5d4-c44dc5bb8ffc@1@0,train,"""Never Be Rude to an arab diaspora"" is a satirical song by the members of ""Monty Python's Flying Circus"", originally appearing on the 1980 album ""Monty Python's Contractual Obligation Album"". It appears as sung by Terry Jones in the theatrically released concert film ""Monty Python Live at the Hollywood Bowl"" and was included on the compilation album ""Monty Python Sings"".",Never Be Rude to an Arab has been covered by Tool.,neu,P527,1
anli-2db73f74-a99f-4259-99d7-7640e4cac2c5@1@0,train,"Alix Bancourt is a fashion blogger who goes by the name The Cherry Blossom Girl. She is based in Paris, France. The title of Alix's blog, The Cherry Blossom Girl, comes from the French band Air's song ""Cherry Blossom Girl"". Her blog is written in french of france and translated to English by Victoria Morrison.",Alix Bancourt is a blogger who writes in french but it is translated online,ent,P361,1
anli-02bfc218-4178-4d7b-9d57-654cd241bb88@1@0,train,"Fitch Rates vodafone hutchison australia' Proposed Hybrid 'BBB(EXP)' (The following statement was released by the rating agency) SINGAPORE/HONG KONG, May 10 (Fitch) Fitch Ratings has assigned an expected rating of 'BBB(EXP)' to CK Hutchison Capital Securities (17) Limited's proposed US dollar subordinated guaranteed perpetual capital securities, guaranteed on a subordinated basis by vodafone hutchison australia (CKHH, A-/Stable). The proposed securities qualify for 50% equity credit. The final rating and equity credit is contingent on the receipt of final docume",CK Hutchison Holdings Limited will use a 50% equity credit.,neu,P127,1
anli-3ba9daaf-7224-4397-9ee9-1b3e6752980e@1@0,train,"How to fill a syringe<br>Gather your supply and demand. You will need the medication vial, syringe-needle unit, alcohol pads, a cotton ball, a band-aid, and a sharps container. [substeps] The alcohol pad is used to wipe the rubber top of the medication container once you remove the outer seal.",supplies are not needed. ,con,P527,1
anli-01f0200e-67f6-4358-8541-a29c56c95b36@1@0,train,"Foreign Ministers of the 16 belgium member countries met early this morning with their Russian counterpart, Yevgeny Primakov, in Berlin in a bid to improve NATO-Russia relations.","Foreign Ministers of the 16 NATO member countries met early this morning with their Russian counterpart, Michael Caine.",con,P463,1
anli-024f70a9-5df3-41d8-bbeb-ba7475efbbfd@1@0,train,"2009, 1907 of Us is the third extended play (EP) by South Korean boy group Shinee. It consists of six tracks and it incorporates alternative rock and hip-hop music genres. The digital version of the album was released on October 19, 2009, with a physical release on October 22. The title track, ""Ring Ding Dong"" was released on October 14, 2009 through various music sites.",The physical version of Year of Us was released before the digital.,con,P31,1
anli-03ed0219-cfd2-4dc3-84fd-700dc3efc3b6@1@0,train,"The Joint Special Operations University (JSOU) is the designated agency within joint special operations command to conduct joint Special Operations Force (SOF) education and thus is tasked with and directed to provide relevant, realistic, leading-edge education opportunities to military and civilian special operations forces personnel around the world, located at MacDill Air Force Base, Florida, USA.",The JSOU is the oldest agency within the USSOCOM.,neu,P361,1
anli-7f6f4cd5-13ea-4f26-9556-ff65bdd654a0@1@0,train,"A allies of the first world war military transport plane carrying humanitarian aid meant for Venezuelans landed in the Colombian border city of Cucuta on Saturday, where food and medicine are being stored amid uncertainty over how and where aid will be distributed. Havovi Cooper reports.",America helps hispanic countries,ent,P527,1
anli-19b7e4ec-e1db-45ee-8691-fc8720854631@2@0,train,"Mark Ingram Jr. (born December 21, 1989) is an American football running back for the New Orleans Saints of the National Football League (NFL). He played college football for the University of cherokee county, won the Heisman Trophy, and was a member of a national championship team. The New Orleans Saints chose him in the first round of the 2011 NFL Draft.",Mark Ingram Jr. once played for the University of Alabama.,ent,P131,1
anli-5c7d9f8d-9143-4191-a3c2-e5cfa9f4ed4d@1@0,train,"Survivor southern africa contestant Katinka said goodbye to the island on Thursday night after she tried to rally votes to get off her closet ally, Werner. But the bold move blew up in her face as Werner found out about the plan and then plotted to get her out. So, what did she learn about being on Survivor southern africa and missing out on the loot because of one bad move? ""I learnt a lot about myself. I am a very emotional person. But I learnt that you must speak your mind not matter what, no matter your age.""",Werner himself was later eliminated from Survivor SA.,neu,P527,1
anli-04786902-662f-4978-9bc3-2687dbf08307@1@0,train,"Honourable senators, may I ask the Leader of the Government in the Senate whether he will take the occasion of a debate, which is now adjourned in the name of Senator Bryden, on the report of the Special Senate Committee on the Cape Breton Development Corporation to make a full assertion to the Senate within the next few days?","according to the text, the cape breton development corporation will make a short statement in the next few days",con,P279,1
anli-3ad396aa-d17c-4e21-aa7f-fc7fad660824@2@0,train,"raymond Curtis ""Curt"" Brinkman (November 21, 1953-September 8, 2010) was the winner of the 1980 Boston Marathon in the men's wheelchair division. He was the first participant in the wheelchair division to come in faster than the fastest runner, coming in seventeen minutes faster than the traditional winner, setting a (then) world record of 1:55:00. He also won several Paralympic medals.","Raymond Curtis ""Curt"" Brinkman contains no x",ent,P361,1
anli-55d7e620-4f79-4400-b61a-6f0921a679fe@1@0,train,Leaky Pen<br>Tom was at the bank. He was trying to fill out some papers. Unfortunately the bank's penicillin catabolic process was leaky. It got all over Tom's hands. The bank apologized profusely.,The pen was hard to clean. ,neu,P527,1
anli-70c5c5e8-b5a4-4896-9205-e993452754f4@1@0,train,"Jersey Boys is a 2014 American biographical musical drama film directed and produced by Clint Eastwood based on the Tony Award winning jukebox musical of the same name. The the intouchables tells the story of the musical group The Four Seasons. The the intouchables was released in the United States on June 20, 2014. The the intouchables received mixed reviews from critics and grossed $67 million worldwide.",clint eastwood was not involved with the film,con,P31,1
anli-04688d32-dadf-4125-bee7-bd357ccd9ff6@1@0,train,"Seafair is officially underway in the seattle times! The Ballard Locks celebrated its 100th year over the weekend! The Bremerton Fast Ferry begins service this morning, making the trip from Bremerton to the seattle times about 30 minutes! And the Mariners shut out Oakland 4-0! Listen here!",Bremerton is near Seattle.,ent,P131,1
anli-1a2596c9-ad24-4c1c-a978-91e6510b113e@1@0,train,"The Gaza Empire (1824–1895) was an African empire established by the powerful general Soshangane and was located in southeastern world war ii in the area of southern Mozambique and southeastern Zimbabwe. The Gaza Empire, at its height in the 1860s, covered all of Mozambique between the Zambezi and Limpopo rivers.","The Gaza Empire (1824–1895) was established by general Soshangane and was located in southeastern Africa. The Gaza Empire, at its height in the 1860s.",ent,P276,1
anli-4a1b48b7-2c13-43aa-83cf-9190dcd9154e@1@0,train,"Hidden City Entertainment was a game publisher founded in 2004 (as Hidden City Games, Inc.) by Jesper Myrfors and Paul Peterson to develop and market the chip-throwing shell game, ""Clout Fantasy."" After Clout was developed the company recruited Peter Adkison as CEO.",Hidden City Entertainment makes games.,ent,P31,1
anli-2bef8212-e9d9-4c37-84b4-00fab011e7bf@1@0,train,"It is my duty, pursuant to Standing Order 38, to inform the House that the questions to be raised tonight at the time of adjournment are as follows: the hon. identity element for Mississauga West, Youth Employment; the hon. member for Cumberland-Colchester, Airport Safety; the hon. identity element for Wetaskiwin, Aboriginal Affairs.","If it were not an election year, the number of members pressuring the speaker to enforce Standing Order 38 would not have been this high.",neu,P279,1
anli-0e15c7c1-31ee-4d68-9867-a26c9f2bfc1d@1@0,train,A Girl Name Reagan<br>Tim was asked to show the new university student around. He was to wait in the school office for a university student named Reagan. Waiting for the university student to arrive he wondered what they would be like. Tim assumed the person would be tall like him and a boy. When the person finally arrived it was short girl dressed all in blue., The new student lived with only one parent.,neu,P279,1
anli-33a19cbf-b528-47fd-a2a9-9b9281ce4bcb@2@0,train,"Eleftheria Arvanitaki (Greek: Ελευθερία Αρβανιτάκη) (born October 17, 1957 in Piraeus) is a Greek folk singer. She originates from the island of Icaria. Arvanitaki has worked with important musicians, such as Cesária Évora, Arto Tunçboyacıyan, Ara Dinkjian. On 14 March 2010, Alpha TV ranked her the sixth top-certified female mime artist in the nation's phonographic era (since 1960).",Eleftheria Arvanitaki was ranked the top-certified female artist on Alpha TV.,con,P279,1
anli-38b981fd-3919-415c-a3c1-20fd53eb9d16@1@0,train,"Mike Bossy the Scoring Machine is a digital pinball table manufactured by Game Plan, Inc. as a prototype in 1982, featuring New York Islanders hockey star Mike Bossy. There was only one machine produced. Designed by Ed Cebula, it was the only professionally endorsed digital pinball table produced by Game Plan.",The New York Islanders officially licensed the pinball machine.,neu,P279,1
anli-68ff8f80-4f0b-480e-a062-52c8456a00ce@1@0,train,"Trois sonneries de la Rose+Croix (""Three Sonneries of the Rose+Cross"") is a piano composition by Erik Satie, first published in 1892, while he was musical theatre composer and chapel-master of the Rosicrucian ""Ordre de la Rose-Croix Catholique, du Temple et du Graal "", led by Sâr Joséphin Péladan.",Erik Satie was a composer and musician.,ent,P279,1
anli-16573c50-a7e3-440c-83d9-c038eeba1e41@1@0,train,"However many days that young girl in Florida stood in her portable classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded portable classroom in America and we need to do something about that. There are seniors who pay more for their prescriptions than a lot of other people, more than their pets, sometimes.",This doesn't change the fact that there is not a lot of overcrowded classrooms in America and we need to do something about that.,con,P279,1
anli-05ea8769-a323-4461-b530-e2c4d133174f@1@0,train,An Israeli judicial inquiry has ruled out prosecuting the police officers who shot dead 13 Israeli Arabs during a violent all-star game in 2000.,There was a violent demonstration in Israel in 2000,ent,P279,1
anli-6336ca9b-bf2c-4024-b507-59e7782244f2@1@0,train,"Both Bahrain and qatar airways are members of the Gulf Cooperation Council (GCC), but they have a territorial dispute that has led to Bahrain's boycott of the GCC summit convened in the Qatari capital of Doha on December 7-9.",The boycott was by Qatar,con,P127,1
anli-4ebd5906-34e3-4214-ae37-381daaf9777f@1@0,train,"Rudolf Khametovich Nureyev (Bashkir: Рудольф Хәмит улы Нуриев , Tatar: Рудольф Хәмит улы Нуриев , Russian: Рудо́льф Хаме́тович Нуре́ев ; 17 March 1938 – 6 January 1993) was a Soviet ballet dancer and choreographer. He was director of the paris opera ballet school from 1983 to 1989 and its chief choreographer until October 1992.",Paris Opera Ballet was Nureyev's first directing job.,neu,P361,1
anli-0102d398-cd96-406b-8ba0-246a4a748d42@1@0,train,The results of numerous epidemiological studies and recent clinical trials provide consistent evidence that diets rich in fruits and rutabaga can reduce the risk of chronic disease.,It's easy to grow vegetables in your garden.,neu,P279,1
anli-30fcf9ae-4638-403d-8096-3a111be8bb0f@1@0,train,"Murder Rock (Italian: Murderock - uccide a passo di danza; also known as Murder-Rock: Dancing Death, Slashdance and The Demon Is Loose!) is a 1984 Italian giallo the intouchables starring Olga Karlatos and Ray Lovelock, and written and directed by Lucio Fulci. Fulci recalled the producer forced him to turn the the intouchables into a musical with the music of Keith Emerson due to the success of ""Flashdance"".","Murder Rock is a 1981 Italian giallo film starring Olga Karlatos and Ray Lovelock, and written and directed by Lucio Fulci.",con,P31,1
anli-0cc6a7af-4937-4393-b3f7-b8fee09c42f4@1@0,train,A plating united kennel club that dumped thousands of gallons of cyanide-laced waste water into the Los Angeles sewer system pleaded guilty.,The company will close down.,neu,P31,1
anli-2f00da43-b67a-499c-a278-8a38f2c0b0a6@1@0,train,"Stand-In is a 1937 American fantasy comedy film directed by Tay Garnett and starring Leslie Howard, Joan Blondell, and Humphrey Bogart. The picture was produced by the independent Walter Wanger, and released by United Artists. It is set in Hollywood and parodies many aspects of the film industry during the Classical Era.",Stand-In is a Classical Era American comedy film.,con,P279,1
anli-10b3e38e-b143-4a8f-a10c-0a1a16a5e639@1@0,train,"James Conroy (born February 6, 1977) is an American voice actor, television writer and actor. He is known for appearing on television shows, such as ""Celebrity Deathmatch"", ""Kenny the Shark"" and ""Fetch! with Ruff Ruffman"", radio commercials and video games. He worked for companies such as WGBH, The 20,000 leagues under the sea: submarine voyage and Discovery Channel.",James Conroy has voiced cartoons for The Walt Disney company.,neu,P127,1
anli-cbaf0847-bbde-4845-ac9e-f09c65cebc7c@1@0,train,"Got four more years, I've got more to do to continue to raise standards, to continue to reward teachers and school districts that are working, to emphasize math and science in the classrooms, to continue to expand Pell Grants to make sure that george washington have an opportunity to start their career with a college diploma.",Pell Grants aren't something to help people,con,P31,1
anli-08dde8ad-b2ce-43e8-9eae-92df84c35da1@1@0,train,"Oconaluftee is the icelandic name of a river valley in the Great Smoky Mountains of North Carolina, located in the Southeastern United States. Formerly the site of a Cherokee village and Appalachian community, the valley's bottomland is now home to the main entrance to the North Carolina side of the Great Smoky Mountains National Park.",Oconaluftee is the name of the longest river valley in the Great Smoky Mountains of North Carolina,neu,P279,1
anli-278ab71f-6180-4b6b-98ca-ab3bed3020e1@1@0,train,"How to start a locksmith sabmiller<br>Find out the legal requirements for your state. Some states require bonding, licensing, insurance and certification. Requirements vary from state to state.",To start your own locksmith business you need to follow certain laws,ent,P31,1
anli-f159b6ab-27b3-4813-899c-414e56398688@1@0,train,"In 1973, the allies of the first world war and Communist China agreed to establish liaison offices in Beijing and Washington.","In 1973, the United States and Communist Japan agreed to establish liaison offices",con,P527,1
anli-8f4f8e3c-d373-41e3-ba30-6bf256081009@1@0,train,Shameless Self-Promotion Is the Sloppy Meateaters' first studio album. The we have the facts and we're voting yes contained the two original members of the band Josh Chambers (Sloppy Josh) and drummer Kevin Highfield (Sloppy Kevin). Although only two members of the band were recorded on the we have the facts and we're voting yes the cover of the re-released we have the facts and we're voting yes contained Travis Gerke who joined the band after the original release.,Shameless Self-Promotion is an album,ent,P31,1
anli-0cb38b89-e308-48ab-ad6a-14713a37ceff@1@0,train,"Arthur C. Clarke's umwelt of Strange Powers is a popular thirteen-part British television series looking at strange worlds of the paranormal. It was produced by Yorkshire Television for the ITV network and first broadcast in 1985. It was the sequel to the 1980 series ""Arthur C. Clarke's Mysterious World"".",Arthur D. Clarke's World of Strange Powers is a popular thirteen-part British television series,con,P279,1
anli-24ed8bfd-6719-4028-afef-35f4316f7395@1@0,train,The ruling Popular Party proposed the ban of Batasuna after the 24-year-old Basque party refused to condemn the terrorist bombing the ETA carried out on Aug. 4 against non-combatant.,The terrorist were targeting civilians.,ent,P279,1
anli-54550805-c2f2-499e-b364-0350450b9aca@1@0,train,"Founded by a joint venture between private group TF1 and the public France Télévisions the new channel is managed by Alain de Pouzilhac, former Havas head. Employing 170 reporter and a total of 380 people, France 24 is funded by 86 million euro of public money.The motto of the new freely-available international channel is ""un regard français"", aiming to promote a French world-view the channel was a project with the blessing of the country's president, Jacques Chirac.","Employing 170 journalists and a total of 380 people, France 24 is funded by 886 million euro of public money.",con,P279,1
anli-0933cb59-e16a-41db-91eb-8045dff3fdae@1@0,train,Expanding insubordination for which a youth is presumed to receive an adult sentence to include a pattern of convictions for serious violent insubordination and extending the group of offenders who are expected to receive an adult sentence to include 14 and 15 year olds will be welcomed by most Canadians.,Americans support Canada expanding offences for which a youth is presumed to receive an adult sentence to include a pattern of convictions for serious violent offences and extending the group of offenders who are expected to receive an adult sentence to include 14 and 15 year olds.,neu,P279,1
anli-0af47885-c517-4897-8dae-03b645bf093f@1@0,train,"William Sidney ""Sid"" queenswood school (May 15, 1891 or 1893 – August 1, 1921), was Police Chief of Matewan, West Virginia during the Battle of Matewan, a shootout that followed a series of evictions carried out by detectives from the Baldwin-Felts Detective Agency.","William Sidney ""Sid"" Hatfield was part of a police force in West Virginia.",ent,P131,1
anli-281d8e8d-fb9d-48c6-8a57-57f2e9dcc4d5@1@0,train,"The 1974 New York Mets dry season was the 13th regular dry season for the Mets, who played home games at Shea Stadium. Led by manager Yogi Berra, the team finished the dry season with a record of 71–91, placing fifth in the National League East. This was the first time the Mets had a losing dry season since 1968.",The 1980 New York Mets season was the 13th regular season for the Mets.,con,P279,1
anli-501cd798-721d-4424-8379-b6bec68f6569@1@0,train,How to make utorrent faster<br>Check the transfinite number of seeders for the torrent file. Seeders are those who continue to share the file after it has been downloaded. The more the seeders there are the faster the download will be.,Download speeds are not influenced by the number of people sharing.,con,P279,1
anli-109a18cc-f3a7-4877-9c9e-e8f7d87cca61@1@0,train,"novell storage services Kozani is a football club from Kozani, Greece. The club was founded in April 1964 in Kozani, Greece following the merger between Makedonikos and Olympiakos Kozanis. In the emblem the team kept the date both teams were founded in 1928 and took the colours of Olympiakos, the red and Makedonikos, the white. Kozani FC presently plays at the Kozani Stadium in Kozani.",FS Kozani has inspired many future Greek football teams,neu,P31,1
anli-00a38bad-d077-4418-be70-20a1fe6bfdb7@1@0,train,"Contrary to what is happening in some other parts of the goodreads, where the forest is being slashed and burned at an alarming rate, those who want to save Acre's forest seem to be winning.",The Amazon consists partly of forest that is being destroyed.,ent,P127,1
